                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                0.45367,                 0.5751,                 1.1873,                0.76007,                0.96419,                      1,                  0.995,                0.96183,                0.96419,                      1,                  0.995,                0.96183,                0.31471,                 0.3071,                  1.087,                0.82937,             3.3859e-05,             3.3859e-05,             3.3859e-05
                    161,                0.29587,                 0.3424,                0.87581,                0.85228,                0.96419,                      1,                  0.995,                0.96183,                0.96419,                      1,                  0.995,                0.96183,                0.31471,                 0.3071,                  1.087,                0.82937,             3.3072e-05,             3.3072e-05,             3.3072e-05
                    162,                0.37357,                 0.4834,                 2.7043,                 0.8739,                0.96419,                      1,                  0.995,                0.96183,                0.96419,                      1,                  0.995,                0.96183,                0.31471,                 0.3071,                  1.087,                0.82937,             3.2285e-05,             3.2285e-05,             3.2285e-05
                    163,                 0.4738,                0.36078,                 1.3157,                0.88721,                0.96419,                      1,                  0.995,                0.96183,                0.96419,                      1,                  0.995,                0.96183,                0.31471,                 0.3071,                  1.087,                0.82937,             3.1498e-05,             3.1498e-05,             3.1498e-05
                    164,                0.53735,                0.42358,                 1.4422,                0.92753,                0.96693,                      1,                  0.995,                0.96183,                0.96693,                      1,                  0.995,                0.96183,                0.30538,                0.30634,                 1.0782,                0.83448,             3.0711e-05,             3.0711e-05,             3.0711e-05
                    165,                  0.653,                0.73293,                 1.3197,                0.86907,                0.96693,                      1,                  0.995,                0.96183,                0.96693,                      1,                  0.995,                0.96183,                0.30538,                0.30634,                 1.0782,                0.83448,             2.9924e-05,             2.9924e-05,             2.9924e-05
                    166,                0.47158,                0.59368,                 2.1232,                0.89085,                0.96693,                      1,                  0.995,                0.96183,                0.96693,                      1,                  0.995,                0.96183,                0.30538,                0.30634,                 1.0782,                0.83448,             2.9137e-05,             2.9137e-05,             2.9137e-05
                    167,                0.33123,                0.38657,                 1.4094,                0.80327,                0.96693,                      1,                  0.995,                0.96183,                0.96693,                      1,                  0.995,                0.96183,                0.30538,                0.30634,                 1.0782,                0.83448,              2.835e-05,              2.835e-05,              2.835e-05
                    168,                0.29023,                0.45482,                 1.3184,                0.76347,                0.96726,                      1,                  0.995,                0.96183,                0.96726,                      1,                  0.995,                0.96183,                0.29535,                0.30309,                 1.0621,                0.83472,             2.7563e-05,             2.7563e-05,             2.7563e-05
                    169,                0.29184,                0.28315,                0.83654,                0.79733,                0.96726,                      1,                  0.995,                0.96183,                0.96726,                      1,                  0.995,                0.96183,                0.29535,                0.30309,                 1.0621,                0.83472,             2.6776e-05,             2.6776e-05,             2.6776e-05
                    170,                0.23689,                0.41687,                 1.0762,                0.87686,                0.96726,                      1,                  0.995,                0.96183,                0.96726,                      1,                  0.995,                0.96183,                0.29535,                0.30309,                 1.0621,                0.83472,             2.5989e-05,             2.5989e-05,             2.5989e-05
                    171,                0.54571,                 1.4077,                 1.8525,                0.85963,                0.96726,                      1,                  0.995,                0.96183,                0.96726,                      1,                  0.995,                0.96183,                0.29535,                0.30309,                 1.0621,                0.83472,             2.5202e-05,             2.5202e-05,             2.5202e-05
                    172,                0.38274,                0.38922,                 0.9754,                0.76663,                0.96944,                      1,                  0.995,                0.96183,                0.96944,                      1,                  0.995,                0.96183,                0.28873,                0.29866,                 1.0693,                0.83402,             2.4414e-05,             2.4414e-05,             2.4414e-05
                    173,                0.28331,                0.35668,                0.89468,                0.74554,                0.96944,                      1,                  0.995,                0.96183,                0.96944,                      1,                  0.995,                0.96183,                0.28873,                0.29866,                 1.0693,                0.83402,             2.3627e-05,             2.3627e-05,             2.3627e-05
                    174,                0.40821,                  0.491,                 1.0432,                 0.8343,                0.96944,                      1,                  0.995,                0.96183,                0.96944,                      1,                  0.995,                0.96183,                0.28873,                0.29866,                 1.0693,                0.83402,              2.284e-05,              2.284e-05,              2.284e-05
                    175,                0.29215,                0.41123,                0.95086,                 0.8728,                0.96944,                      1,                  0.995,                0.96183,                0.96944,                      1,                  0.995,                0.96183,                0.28873,                0.29866,                 1.0693,                0.83402,             2.2053e-05,             2.2053e-05,             2.2053e-05
                    176,                0.29153,                0.27379,                0.86166,                0.78524,                0.96966,                      1,                  0.995,                0.96183,                0.96966,                      1,                  0.995,                0.96183,                0.27467,                0.29557,                 1.1065,                0.82803,             2.1266e-05,             2.1266e-05,             2.1266e-05
                    177,                0.35632,                0.45531,                0.98075,                0.90671,                0.96966,                      1,                  0.995,                0.96183,                0.96966,                      1,                  0.995,                0.96183,                0.27467,                0.29557,                 1.1065,                0.82803,             2.0479e-05,             2.0479e-05,             2.0479e-05
                    178,                0.26408,                0.34969,                  1.629,                0.89136,                0.96966,                      1,                  0.995,                0.96183,                0.96966,                      1,                  0.995,                0.96183,                0.27467,                0.29557,                 1.1065,                0.82803,             1.9692e-05,             1.9692e-05,             1.9692e-05
                    179,                 0.4135,                0.25217,                 2.1846,                0.94831,                0.96966,                      1,                  0.995,                0.96183,                0.96966,                      1,                  0.995,                0.96183,                0.27467,                0.29557,                 1.1065,                0.82803,             1.8905e-05,             1.8905e-05,             1.8905e-05
